Region,Broad_Period,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Population_Label
Carribean,Historical/Modern,0.02995897659574468,-0.0010082711170212766,-0.0010391855851063828,0.0012158049361702128,-0.0021068511914893616,-0.0008540763021276596,0.0006482363124468085,-1.7146245936170217e-05,0.011319707765957445,-0.00021780961276595743,0.0006260796308510639,-0.0021149459382978726,-0.003392675265957447,0.003846725669148936,0.0009827909010638298,Carribean | Historical/Modern
Other,Other,0.004556963625,0.0018958668395416666,0.0014631784020833333,-0.0028041228391666663,0.00011988377916666667,0.0015241297854166665,-3.7723919583333334e-05,0.00328153955,-0.000191504655,0.0009948785458333334,-0.0012134505750000001,-0.0010631356666666667,-0.0022921144791666665,-0.005153300708333333,0.00040494491666666664,Other | Other
Other,Palaeolithic,9.27550000000001e-07,-4.08117e-05,1.875454e-05,-0.00018285085000000002,-0.00020281405,0.000135486,2.19783e-05,0.0003092285,-0.00011509945,9.363939999999999e-05,-0.0001577575,0.000287396,0.00020457765,-0.0005360765000000001,-0.0005123409999999999,Other | Palaeolithic
South Asian,Copper,-0.0009915515,0.00900437,0.00468979,0.002191735,-0.0003056225,-0.00225871,-0.003660785,-0.001461285,-0.0002639705,0.00932838,-0.0010311615,0.00724817,-0.007130905,0.005249575,0.002879855,South Asian | Copper
South Asian,Historical/Modern,-0.001982132708677686,0.0017769291311363635,0.004288346143181818,-0.02291136322231405,0.002276412187252066,-0.008783672882024793,0.003813580916322314,0.0111571722853719,0.00015422019907024794,0.004326503058884297,-0.001568018471694215,-0.0030462281758264465,-0.0012899431975206613,0.0019178507934090908,0.0007257564907024793,South Asian | Historical/Modern
South Asian,Iron-Age,-0.0011022514,0.0019594035414326923,0.002283987354326923,-0.009576611235576923,0.0005199912331730769,-0.00579845897,-0.0006331612859615386,-0.0016071006734615387,-0.001115130069230769,-0.0010224253807692308,-0.009109631263461539,0.007525004414423077,0.002115395493173077,0.0034160567500000003,0.0010294586729807692,South Asian | Iron-Age
South Asian,Mesolithic,0.003542463,2.0600615e-05,0.00016556145,-0.00042866850000000006,0.0001057296,0.0005284749999999999,-0.00030308205,0.00031486575,-0.011254435,0.000141288,0.0026357554999999998,0.000238179,0.0017429085,0.00020584099999999998,-0.0049121899999999994,South Asian | Mesolithic
South Asian,Neolithic,0.0047004175,5.66608425e-05,0.00018993175,-0.00050487475,0.00015177335,0.000474128175,-0.0006702725,0.00054003975,-0.014358695000000001,0.00067371925,0.0037711925,0.000933937,0.0033265325,-0.0012107242500000001,-0.006377382500000001,South Asian | Neolithic
South Asian,Other,-0.000247488025,0.00031302637857142854,0.0014812515107142858,-0.009674442607142857,0.0009499753078571429,-0.003839718071428571,0.001737936907142857,0.002034103460714286,-0.0006268565714285714,0.0010949897607142856,-0.0047228105357142855,0.002418508039285714,-0.0002624613107142857,0.0010804771325,0.0004224785571428571,South Asian | Other
South Asian,Palaeolithic,0.00311567,7.619682500000001e-05,0.00020210105,-0.00039689274999999997,5.512945e-05,0.0004577705,-0.00025828695,0.0005289585,-0.01008289,0.000703161,0.0027422055,0.00044906199999999996,0.0022780475,-0.0005640345,-0.0048636,South Asian | Palaeolithic
South Asian,Unknown,-0.0013928582777777776,0.00015239298333333335,0.00201317,-0.016805827777777775,0.001051632838888889,-0.007505998333333333,0.0018201347777777777,-0.0001765642444444445,-0.0015892247222222223,-0.0011865338333333334,-0.014298026666666666,0.008486667222222223,0.0011513592222222222,0.0020250144444444442,0.00079616105,South Asian | Unknown
