#FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
FAM001,ID001,0.004303639874498954,-0.0013202825463392415,0.002580398602231347,-0.0001108624158423581,0.00010864725088432733,-0.00041661873870861153,-0.0008852331575396296,-0.004026779995484012,-0.0042385023073955525,0.0005355123981129679,-0.008130100828317215,0.008616489651840665,-0.002100283124551306,-0.001823103458863577,-0.0009868767911466036
